title,description,Floor,Use,Space Type,Rent/SF/yr,Suite Notes,Build Out,Condition,Occupancy,Listing Contact,Term,Suite,Type,Submarket,City,St,County,Company Description,Location Description,Co-Working,,Private Office,,Team Room,,Conference Room,,Entire Floor / Space
NYC Office Suites,1270 Avenue of the Ame…,P 7,Office,Sublet,50.00-100.00/fs,,,,Arranged,Graham Alton (646) 599-9167 ,Negotiable,,Office,Plaza District,New York,NY,Manhattan,"<p><strong>NYC Office Suites</strong><br>
    <br>
    Founded in 1988, NYC Office Suites is a leading provider of turn-key executive offices and
    office space services. The first location for the company was established in the Graybar Building
    in Grand Central Terminal, NYC to meet the growing demand of NYC businesses. The company
    then began its rapid expansion to a current 170,000 square feet of New York City Midtown office
    space. NYC Office Suites is the leading provider of flexible-term private office space for rent,
    on-demand meeting rooms and virtual (part-time) offices in Class A location Midtown
    Manhattan. Their office space is customized to meet a variety of space needs for corporations,
    small businesses, startups, financials, and entrepreneurs. They manage four prime locations in
    New York City totaling 170,000 square feet (over 600 rooms). All of their facilities feature
    professional on-site management and executive concierge services available to support your
    business. They have short-term and long-term contracts that are flexible and straightforward.
    Their offices can be rented by the day, month or year. The team at NYC Office Suites provides
  superior service so you can achieve your goals.</p>","<p>1270 Avenue of the Americas</p>
  <p>NYC Office Suites at 1270 Avenue of the Americas is situated at the top of New York’s
Corporate Row and is within walking distance to Rockefeller Center and Central Park. This
center offers private office spaces, co-working/shared office spaces, temporary office spaces,
virtual office spaces, team rooms, meeting rooms and a business lounge. The center offers a total
of 54 fully furnished offices. It includes 38 fully furnished windowed offices with a view of the
East River. They also have 16 fully furnished interior offices thats perfect for support staff team.
It also includes multiple conference/meeting rooms, team rooms, receptionist, lounge, and a
pantry/kitchen.<br>
<br>
1270 Avenue of the Americas offers a variety of unique fully furnished offices that come in
different sizes and shapes. This building has a friendly doorman which give the tenants and
employees a warming good morning and a peace of mind. As you past the doorman and head to
your designated floor, you will be greeted by their gregarious receptionist, who will guide you to
your affordable office space. On the 7th floor of this Class A building there are a total of 54 fully
furnished offices for commercial businesses, startups and entrepreneurs.<br>
<br>

This floor has multiple meeting/conference rooms with stylish contemporary furnishings,
multiple audio and visual equipment option. Meeting rooms feature mounted flat screen TV, A/V
equipments and connections, free WiFi, on-site tech support, professional and contemporary
furnishings. The on-site staff will welcome your guests, arrange for catering, and provide
administrative support for your meeting. For those who are looking for privacy, this location is
extremely secure and has 24/7 security. Not only do they have private offices, but they also have
team rooms where you and your co-workers can converse and create new ideas for your project.</p>
  <p>Transportation Options: <br>
    &bull; Grand Central Terminal north entrance access to the Metropolitan Transportation Authority (MTA) Metro-North Railroad serving New York City (including Manhattan &amp; the Bronx), New York State (including Westchester, Putnam, Dutchess, Rockland &amp; Orange Counties) and the State of Connecticut (including Fairfield &amp; New Haven)<br>
    &bull; MTA New York City subway lines: B, D, F, M (direct access); 1, N, Q, R<br>
  &bull; MTA Bus stops for M1, M2, M3, M4, M5, M7 and M50</p>",,,,,,,,,
NYC Office Suites,733 Third Ave,P 15,Office,Sublet,50.00-100.00/fs,An NYC Office Suites e…,Full Build-Out,,Arranged,Graham Alton (646) 599-9167 ,Negotiable,,Office,Grand Central,New York,NY,Manhattan,"<p><strong>NYC Office Suites</strong><br>
    <br>
    Founded in 1988, NYC Office Suites is a leading provider of turn-key executive offices and
    office space services. The first location for the company was established in the Graybar Building
    in Grand Central Terminal, NYC to meet the growing demand of NYC businesses. The company
    then began its rapid expansion to a current 170,000 square feet of New York City Midtown office
    space. NYC Office Suites is the leading provider of flexible-term private office space for rent,
    on-demand meeting rooms and virtual (part-time) offices in Class A location Midtown
    Manhattan. Their office space is customized to meet a variety of space needs for corporations,
    small businesses, startups, financials, and entrepreneurs. They manage four prime locations in
    New York City totaling 170,000 square feet (over 600 rooms). All of their facilities feature
    professional on-site management and executive concierge services available to support your
    business. They have short-term and long-term contracts that are flexible and straightforward.
    Their offices can be rented by the day, month or year. The team at NYC Office Suites provides
  superior service so you can achieve your goals.</p>","<p>733 Third Avenue</p>
  <p>NYC Office Suites at 733 3rd Avenue is located in Midtown East and just steps from Bryant
Park, Chrysler Building and Grand Central Terminal. This center offers private office spaces, coworking/
shared office spaces, temporary office spaces, virtual office spaces, team rooms,
meeting rooms and a business lounge. The center offers a total of 58 fully furnished offices. It
includes 35 fully furnished windowed offices with a view of the East River. They also have 23
fully furnished interior offices perfect for support staff team. It also includes multiple conference/
meeting rooms, team rooms, receptionist, lounge, and a pantry/kitchen.<br>
<br>

733 3rd Avenue offers a variety of unique fully furnished offices that come in different sizes and
shapes. This building has a friendly doorman which give the tenants and employees a warming
good morning and a peace of mind. As you past the doorman and head to your designated floor,
you will be greeted by their gregarious receptionist, who will guide you to your affordable office
space. On the 15th floor of this Class A building there are a total of 58 fully furnished offices for
commercial businesses, startups and entrepreneurs.<br>
<br>

The windowed office spaces receive spectacular light and views of the East River from the floorto-
ceiling, high windows. They also have 23 fully furnished interior private office spaces at a
value price. These offices are meant for support staff. Each office consists a dynamic and
contemporary vibe with vibrant artwork on each wall giving the tenant an escape from their work
during times of hard stress.<br>
<br>

When you are tired from working and need a break, just step out and visit the break room/pantry
room where freshly brewed Starbucks coffee and breakfast is served every morning.
Only half a block from Grand Central Terminal, this 40,000 square foot serviced office is steps
away from buses and Metro-North commuter trains and NYC subway lines 3, 4, 6, 7 and S.</p>",,,,,,,,,
PowerSPACE & Services,1 Penn Plz,E 36,Office,Sublet,Withheld,-Executive office suites…,,,Arranged,Yasmin Lazo-Molina (212) 786-7316 ,Negotiable,,Office,Penn Plaza/Garment,New York,NY,Manhattan,"<p><strong>PowerSPACE &amp; Services</strong></p>
  <p>PowerSPACE &amp;  Services is a workspace firm that provides businesses with first-class,  furnished office space in a highly functional and aesthetically pleasing  environment.<br>
PowerSPACE offices are  the ideal choice for large corporations, emerging enterprises and sole  practitioners seeking furnished office space. This  office space is situated in the first green  business center in New York City. One Penn Plaza is an environmentally  sensitive space responsibly designed and built with renewable and sustainable  products. The Board Room boasts an impressive view of New York Harbor and all  the exterior offices have water or city views. The caf&eacute;, with a community lunch  table, offers an opportunity to meet your neighbors and share ideas, or just kick  back and watch the news on the big screen. PowerSPACE has a great reputation  for quality customer service, the efficient and friendly staff will always make  a lasting impression on your clients.</p>","<p><u>1 Penn Plaza</u></p>
  <p>PowerSPACE  at is located in Midtown West between 7th and 8th Avenue.  This building boasts a great location as it is just steps from Penn Station,  allowing tenants to have easy access to the office via LIRR and lines 1,2,3 and  A,C,E. PowerSPACE occupies the 36th floor of 1 Penn Plaza, granite  details, large windows, and warm-toned furnishings make the office feel  inviting and open. </p>
  <p>The  office is in close proximity to many cafes, restaurants, and bars such as  Juniper Bar, The Pennsy Food Hall, Black Iron Burger, and many more. Additionally,  there are many retail stores and hotels within a short walking distance of the  office. </p>
  <p>The PowerSPACE  office at 1 Penn Plaza offers furnished private offices, team rooms, and  virtual offices There are several conference rooms in the space along with a  reception/waiting area and a kitchen/pantry. Many offices have large windows  and can be arranged in any fashion. Conference rooms are large, audio/visual  capable, enclosed in glass, and can seat up to 18. </p>
  <p>PowerSPACE  &amp; Services offers many accommodations to help clients focus on growing  their business: </p>
  Features
  <ul>
    <li>Fully staffed offices  with dedicated, courteous and experienced support personnel</li>
    <li>Private, furnished  individual offices or group rooms for up to 18 people</li>
    <li>Professionally decorated  reception areas, offices, and suites</li>
    <li>Access to fully-wired  conference and training rooms with state-of-the-art AV equipment</li>
    <li>Mail delivery to your  office, plus access to complete postal/package handling services</li>
    <li>Access to high-volume,  networked black &amp; white and color copiers</li>
    <li>Complete kitchen  facilities</li>
    <li>Comprehensive,  fully-featured telephone systems and 24-hour voicemail</li>
    <li>Utilities, cleaning, and  maintenance included</li>
    <li>Extended hours of air  conditioning available in group rooms</li>
    <li>Word processing, faxing,  courier services, travel services, and office supplies available upon request</li>
  </ul>",,,,,,,,,
Regus,590 Madison Ave,P 21,Office,Sublet,Withheld,Making it easier for pe…,,,Arranged,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Plaza District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>590 Madison Avenue</u></p>
  <p>Regus at 590 Madison Avenue is situated at the top of New York’s Corporate Row and is within
walking distance to Rockefeller Center and Central Park. For those that need the convenience of
a serviced office space, Regus will provide you with a complete turnkey solution with
competitive rates and flexible terms. This center offers private office spaces, co-working/shared
office spaces, temporary office spaces, virtual office spaces, team rooms, meeting rooms and a
business lounge. It also includes multiple conference/meeting rooms, team rooms, receptionist,
lounge, and a pantry/kitchen. This space ideally suites commercial business, startups,
entrepreneurs, and freelancers seeking a Midtown Office near and Central Park and/or easy
commute for both West & East Side residence.<br>
<br>

This double height ceiling and luxurious lobby features grand, marble floors and multiple
receptionists that will give the tenant and clients a warming Good Morning. This building is
extremely secure, with 24/7 security. All tenants will receive a key pad that will allow them to
pass the turnstile and have access to the elevator bank serving the 41-story building. To avoid
elevator traffic, this building is equipped with multiple elevator banks that will bring you to your
respective floor. </p>
  <p>As you enter the 21st floor, you will be greeted by the receptionist that will kindly guide the
tenant to his or her office. The receptionist area offers a business lounge for the clients to be
seated in. When the tenant is ready, they can just give the receptionist a call and they will escort
the client to his or her office. This floor contains numerous amounts of private offices that are all
fully furnished and that range from different sizes and shapes. The tenant has the option to
choose his or her type of office space. The tenant also has the choice to rent the unit anywhere
from an hour, day, week, month or years. Each office space comes fully furnished with modern
furniture and high-speed internet.<br>
<br>

The most desired one which is the window office which is a fully furnished room that is
secluded/private and has the breath taking view of the city and the dramatic view of Central
Park. Not only that but the glass panels in the room provide natural and abundant light that is
helpful when doing work. They also offer multiple interior offices that is fully furnished with a
desk, chair, cabinets, but minus the view. This floor also includes many co-working workstations
where the desk space is in a shared office environment. This floor is comprised of multiple think
pods. These think pods can be used when the tenant wants a breather from their work and want a
brief amount of time to relax. This floor comes with multiple fully furnished conference rooms
that comes with a whiteboard, flatscreen TV, projector and access to video conferencing. The
clients also have access to a free community meeting room that holds 4 individuals and can be
reserved for 2 hours per day. This space includes a few crucial amenities that are necessary for
each individual. It includes a state-of-the-art wet kitchen/pantry area that offers premium coffee
& food. This floor also provides printers that can be used by swiping your key card.<br>
<br>

With fabulous views of Central Park from the offices, this landmark building is one block east of
trendy shopping district 5th Avenue. Located on the 21st floor of the IBM Building at the corner
of 57th and Madison Avenue, the center boasts a stunning lobby and atrium with notable works
of art by renowned artists. It also features a connecting walkway to Trump Tower. Madison
Avenue has traditionally been associated with the advertising industry but is also a fashionable
retail area in the busiest commercial district in the United States.<br>
<br>

Situated at the top of New York’s “Corporate Row” corridor, this landmark building is
conveniently accessible to both the east and west sides, is near many major subway lines and is
within walking distance of many of New York’s finest hotels and attractions.</p>
  <p>Transportations:<br>
    &bull; Grand Central Terminal north entrance access to the Metropolitan Transportation Authority (MTA) Metro-North Railroad serving New York City (including Manhattan &amp; the Bronx), New York State (including Westchester, Putnam, Dutchess, Rockland &amp; Orange Counties) and the State of Connecticut (including Fairfield &amp; New Haven)<br>
    &bull; MTA New York City subway lines B, D, F, M, 1, N, Q, R<br>
    &bull; MTA Bus stops for M1, M2, M3, M4, M5, M7 and M50<br>
  &bull; Easy Penn Station access using the frequent F train from Herald Square&rsquo;s 34th Street station</p>",,,,,,,,,
Regus,275 Seventh Ave,P 7,Office,Sublet,Withheld,Choose your type of Of…,Full Build-Out,Excellent,30 Days,John White (800) 474-3503 ,Negotiable,,Office,Chelsea,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>275 Seventh Avenue</u></p>
  <p>Regus at 275 Seventh Avenue occupies a fantastic corner plot between the 25th and 26th Streets
in the vibrant Chelsea neighborhood of Manhattan. For those that need the convenience of a
serviced office space, Regus will provide you with a complete turnkey solution with competitive
rates and flexible terms. This center offers private office spaces, co-working/shared office spaces,
temporary office spaces, virtual office spaces, team rooms, meeting rooms and a business lounge.
It also includes multiple conference/meeting rooms, team rooms, receptionist, lounge, and a
pantry/kitchen. This space ideally suites commercial business, startups, entrepreneurs, and
freelancers seeking a Chelsea Office near Penn Station.<br>
<br>

The 7th floor of 275 Seventh Avenue includes a fully-serviced office space with contemporary
furnishings. Each of these furnished offices come in a variety of sizes and can be leased on short
term or long term options. It contains private offices, team rooms and workstations all fully
functional with telephone and internet access. This floor is fully serviced with a receptionist and
professional administrative support that can assist you with all your needs. They also offer
workspaces with its own private desks and offices.<br>
<br>

This floor has multiple meeting/conference rooms with stylish contemporary furnishings,
multiple audio and visual equipment option. Meeting rooms feature mounted flat screen TV, A/V</p>
<p>equipments and connections, free WiFi, on-site tech support, professional and contemporary
furnishings. The on-site staff will welcome your guests, arrange for catering, and provide
administrative support for your meeting. For those who are looking for privacy, this location is
extremely secure and has 24/7 security. Not only do they have private offices, but they also have
team rooms where you and your co-workers can converse and create new ideas for your project.
<br>
<br>
The 28-story building, once known as the Lefcourt Clothing Center, was built in 1928 and
features a restored Art Deco lobby. The property is home to many diverse businesses, including
specialists in design, healthcare, education and artist agencies, with technology, PR, advertising
and architectural firms in the vicinity. Once famous for being the garment district, the area
around the center is now noted for its art galleries, health and fitness industry, creative and design
companies. <br>
<br>
The center is easy to get to, as it is just five blocks from Penn Station and close to
public transport, including 1, 9, C, E and PATH Trains.</p>",,,,,,,,,
Regus,14 Wall St,P 20,Office,Sublet,Withheld,Choose your type of Of…,Full Build-Out,Excellent,30 Days,John White (800) 474-3503 ,Negotiable,,Office,Financial District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>14 Wall Street</u></p>
<p>  14 Wall Street offers a variety of unique fully furnished offices that come in different sizes and
    shapes. This building has a friendly doorman which give the tenants and employees a warming
    good morning and a peace of mind. As you past the doorman and head to your designated floor,
    you will be greeted by their gregarious receptionist, who will guide you to your affordable office
    space.<br>
  <br>
    
    The windowed office spaces receive spectacular light and views from the floor-to-ceiling, high
    windows. They also have multiple furnished interior private office spaces at a value price. These
    offices are meant for support staff. Each office consists a dynamic and contemporary vibe with
    vibrant artwork on each wall giving the tenant an escape from their work during times of hard stress. When you are tired from working and need a break, just step out and visit the break room/
pantry room where freshly brewed Starbucks coffee and breakfast is served every morning.<br>
<br>

The building stands at 29 floors tall and features around 1,000,000 square feet in office space for
rent, making it quite a sizable structure. Although 14 Wall Street is still a relatively old building,
it was renovated in 2005 and was named a New York City landmark in 1997. The structure
stands in the Financial District in close proximity to the red and green MTA subway lines.
Hundreds of different restaurants also pepper the surrounding neighborhood. The edifice’s
proximity to the other office buildings that surround the neighborhood make this space ideal for
an organization needing closeness to partner firms or clients. The building also benefits from
being located on the waterfront and commands breathtaking views of the Brooklyn borough
across the bridge.</p>",,,,,,,,,
Regus,80 Broad St,P 5,Office,Sublet,Withheld,If you need space to d…,,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Financial District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>80 Broad Street </u></p>
  <p>Regus' Broad Street center at 80 Broad Street is located in the heart of downtown Manhattan and
the financial district. This Regus office space in New York is three blocks from Wall Street and
the New York Stock Exchange. This center offers private office spaces, co-working/shared office
spaces, temporary office spaces, virtual office spaces, team rooms, meeting rooms and a business
lounge. It also includes multiple conference/meeting rooms, team rooms, receptionist, lounge,
and a pantry/kitchen. This space ideally suites commercial business, startups, entrepreneurs, and
freelancers seeking a Downtown Office near New York Stock Exchange.<br>
<br>

80 Broad Street offers a variety of unique fully furnished offices that come in different sizes and
shapes. This building has a friendly doorman which give the tenants and employees a warming
good morning and a peace of mind. As you past the doorman and head to your designated floor,
you will be greeted by their gregarious receptionist, who will guide you to your affordable office
space.<br>
<br>

Floor 5 contains fully furnished windowed private offices, shared offices and temporary offices
of different shapes and sizes. These windowed office spaces receive spectacular light and views
from the floor-to-ceiling, high windows. They also have fully furnished interior private office
spaces at a value price. These offices are meant for support staff. Each office consists a dynamic
and contemporary vibe with vibrant artwork on each wall giving the tenant an escape from their
work during times of hard stress. All the offices in 80 Broad Street have access to the rapid fast
fiber optic technology and high-speed internet.<br>
<br>

The Broad Street Regus office space in Manhattan is near South Street Seaport and in walking
distance of the Path Trains, Staten Island Ferry and New Jersey Water Shuttle. Your commute
will be quick and simple.</p>",,,,,,,,,
Regus,415 Madison Ave,P 14,Office,Sublet,Withheld,Regus provides: -Fully…,Full Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Plaza District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>415 Madison Avenue</u></p>
  <p>The Midtown Manhattan business center at 415 Madison Avenue gives your office space in one
of the world’s most heavily trafficked business districts. Located off 48th Street and Madison
Avenue, this Regus business center is located in a modern 25 story building. This center offers
private office spaces, co-working/shared office spaces, temporary office spaces, virtual office
spaces, team rooms, meeting rooms and a business lounge. It also includes multiple conference/
meeting rooms, team rooms, receptionist, lounge, and a pantry/kitchen.<br>
<br>

This space ideally suites commercial business, startups, entrepreneurs, and freelancers seeking a
Midtown Office near Rockefeller Center, and Central Park and/or easy commute for both West &
East Side residence. All of their spaces are available for rent, lease, and sublease.<br>
<br>

The 14th floor of 415 Madison Avenue includes fully-serviced office spaces with modern
furnishings. Each of these furnished offices come in a variety of sizes and can be leased on short
term or long term options. It contains private offices, team rooms and shared offices all fully
functional with telephone and internet access with wifi. This floor is fully serviced with a
receptionist and professional administrative support that can assist you with all your needs. They
also offer co-working workspace with its own private desks and offices.</p>
  <p>This floor has multiple meeting/conference rooms with modern furnishings, multiple audio and
visual equipment option. Meeting rooms feature mounted flat screen TV, A/V equipments and
connections, free WiFi, on-site tech support, professional and contemporary furnishings. <br>
<br>
The onsite
staff will welcome your guests, arrange for catering, and provide administrative support for
your meeting. For those who are looking for privacy, this location is extremely secure and has
24/7 security. Not only do they have private offices, but they also have team rooms and shared
offices where you and your co-workers can converse and create new ideas for your project. They
have business lounges at all of their locations and feature a comfortable lounge area, desk space
and chairs. This location has a fully equipped pantry/kitchen, complimentary tea & coffee, and
personal storage space.</p>
  <p>Transportation Options: <br>
    &bull; Grand Central Terminal north entrance access to the Metropolitan Transportation Authority (MTA) Metro-North Railroad serving New York City (including Manhattan &amp; the Bronx), New York State (including Westchester, Putnam, Dutchess, Rockland &amp; Orange Counties) and the State of Connecticut (including Fairfield &amp; New Haven)<br>
    &bull; MTA New York City subway lines B, D, F, M, 1, N, Q, R<br>
    &bull; MTA Bus stops for M1, M2, M3, M4, M5, M7 and M50<br>
  &bull; Easy Penn Station access using the frequent F train from Herald Square&rsquo;s 34th Street station</p>",,,,,,,,,
Regus,100 Park Ave,P 16,Office,Sublet,Withheld,Regus provides: -Fully…,Partial Build-Out,,30 Days,John White (800) 474-3503 ,Negotiable,1600,Office,Grand Central,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>100 Park Avenue</u></p>
  <p>Regus&rsquo;s 100 Park Ave location is situated  on the corner of Park Ave and E 40th Street and is just steps from  Grand Central Terminal. This bright and modern workspace occupies the 16th  floor of the 36-story building and is comprised of private offices, team rooms,  a kitchen, lounges, coworking space, and meeting/conference rooms. </p>
  <p>The glass fa&ccedil;ade  of this building means there are plenty of  great views to be had of the surrounding cityscape from within the office.  Clients can choose between windowed and interior offices, both are furnished  with dark wooden desks and black ergonomic chairs. Conference rooms are  enclosed in glass, can seat up to 8 people, and are completely A/V capable. The  kitchen/pantry area features bar-style seating, all-white countertops, and dark  wooden cabinets. </p>
  <p>There  are many restaurants and cafes within a short walk from the office, including  The Capital Grille, Zuma, Park Avenue Tavern, and many more. Additionally, there  are many retail shops just around the corner from the office. The buildings  close proximity to Grand Central Terminal means commuters have easy access to  the Metro-North commuter railroad and subway lines 4, 5, 6, 7, S.</p>",,,,,,,,,
Regus,111-119 W 19th St,P 6,Office,Sublet,Withheld,,Full Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Chelsea,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>",,,,,,,,,,
